timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
2025-07-14T12:51:26.224836,16552,764,4696,637,-1066,3375,walking
2025-07-14T12:51:26.224836,19328,-436,4436,-724,1170,697,walking
2025-07-14T12:51:26.224836,19332,1412,3140,-2476,3362,-3146,walking
2025-07-14T12:51:26.224836,17372,3252,3932,-4060,11225,-6379,walking
2025-07-14T12:51:26.224836,10256,3544,11792,-4638,8068,-6639,walking
2025-07-14T12:51:26.224836,13992,3208,8708,-4620,5219,-5348,walking
2025-07-14T12:51:26.224836,14316,3296,8312,-4346,2789,-3612,walking
2025-07-14T12:51:26.224836,16056,4536,8808,-4345,1754,-2890,walking
2025-07-14T12:51:26.224836,16876,4044,8348,-5080,2181,-4542,walking
2025-07-14T12:51:26.224836,15660,3612,9396,-3633,4475,-5448,walking
2025-07-14T12:51:26.224836,13476,4280,9152,-1118,2176,-5242,walking
2025-07-14T12:51:26.224836,13984,4432,8068,2017,-2403,-5591,walking
2025-07-14T12:51:26.224836,16508,6124,7532,3128,-2836,-7801,walking
2025-07-14T12:51:26.224836,17376,6592,7428,530,706,-9358,walking
2025-07-14T12:51:26.224836,12968,5580,7308,-3768,3840,-8439,walking
2025-07-14T12:51:26.224836,13480,4860,6536,-2675,-939,-9238,walking
2025-07-14T12:51:26.224836,13384,4124,6964,631,-5455,-10761,walking
2025-07-14T12:51:26.224836,12604,3684,7344,4535,-7897,-12063,walking
2025-07-14T12:51:26.224836,11780,3688,6964,7715,-9547,-12326,walking
2025-07-14T12:51:26.224836,10364,3308,5648,10051,-10653,-12739,walking
2025-07-14T12:51:26.224836,9776,2056,4128,11912,-14491,-11172,walking
2025-07-14T12:51:26.224836,10676,2948,4900,13370,-16762,-8678,walking
2025-07-14T12:51:26.224836,11956,3444,4580,12851,-15029,-7404,walking
2025-07-14T12:51:26.224836,9836,3240,3616,10902,-11711,-5792,walking
2025-07-14T12:51:26.224836,8632,2900,2504,9322,-11653,-2876,walking
2025-07-14T12:51:26.224836,10044,2940,2112,8066,-14046,-536,walking
2025-07-14T12:51:26.224836,11308,2952,2384,6518,-13744,1033,walking
2025-07-14T12:51:26.224836,10836,2052,2792,6406,-10469,3909,walking
2025-07-14T12:51:26.224836,10676,736,2464,7678,-10065,8031,walking
2025-07-14T12:51:26.224836,15236,872,1200,8492,-12785,9882,walking
2025-07-14T12:51:26.224836,18048,2212,644,8141,-14417,7888,walking
2025-07-14T12:51:26.224836,17236,2508,600,8121,-11592,6205,walking
2025-07-14T12:51:26.224836,15616,1452,164,8909,-8218,6766,walking
2025-07-14T12:51:26.224836,15816,464,-1344,8897,-7151,8576,walking
2025-07-14T12:51:26.224836,19280,-132,-1808,8500,-8850,9904,walking
2025-07-14T12:51:26.224836,20980,1364,-1984,9503,-5696,12065,walking
2025-07-14T12:51:26.224836,19200,680,-2672,9414,-3113,15755,walking
2025-07-14T12:51:26.224836,19520,-1208,-4848,7633,-3357,18316,walking
2025-07-14T12:51:26.224836,20556,-1520,-6248,5829,-3165,20192,walking
