timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
2025-07-14T13:09:31.219343,6168,1172,17520,-1734,2186,4190,falling
2025-07-14T13:09:31.219343,8384,-356,17436,672,6068,4329,falling
2025-07-14T13:09:31.219343,7608,-516,17280,1684,6756,3969,falling
2025-07-14T13:09:31.219343,5124,-3128,17176,1300,5919,1783,falling
2025-07-14T13:09:31.219343,5056,-2968,15172,3119,7358,935,falling
2025-07-14T13:09:31.219343,7736,-728,15864,5526,7558,1611,falling
2025-07-14T13:09:31.234286,8172,-816,13464,7535,12159,3890,falling
2025-07-14T13:09:31.234286,7304,-1136,15304,6819,15582,6200,falling
2025-07-14T13:09:31.234286,5420,-2336,18020,4811,10086,5901,falling
2025-07-14T13:09:31.234286,3996,-4136,15856,5517,7141,3810,falling
2025-07-14T13:09:31.234286,5496,-2664,15416,5510,3707,42,falling
2025-07-14T13:09:31.234782,8080,616,18008,2326,2793,-21,falling
2025-07-14T13:09:31.234782,4556,-1444,18232,-1385,650,3601,falling
2025-07-14T13:09:31.234782,4488,-3776,16472,-636,-3034,5613,falling
2025-07-14T13:09:31.234782,6008,-3104,12788,1751,-5708,7924,falling
2025-07-14T13:09:31.235085,9728,-84,11976,3305,3300,8854,falling
2025-07-14T13:09:31.235085,7396,-140,15720,-529,10210,10819,falling
2025-07-14T13:09:31.235085,5240,-2612,16648,-2793,4613,16490,falling
2025-07-14T13:09:31.235085,6056,-5320,13844,348,-838,18888,falling
2025-07-14T13:09:31.235085,4432,-3828,11308,7351,2922,14046,falling
2025-07-14T13:09:31.235085,4936,-3948,10700,11823,14417,4528,falling
2025-07-14T13:09:31.235085,3264,-300,12720,12820,20232,-494,falling
2025-07-14T13:09:32.247882,-2696,3556,17444,-1730,-4055,157,falling
2025-07-14T13:09:32.258843,-1620,3500,16600,-1080,-735,-1251,falling
2025-07-14T13:09:32.258843,3428,4864,15296,874,-1566,-2206,falling
2025-07-14T13:09:32.258843,6160,1052,13656,2138,3754,527,falling
2025-07-14T13:09:32.258843,6700,-16,15688,11007,14502,4798,falling
2025-07-14T13:09:32.258843,3684,948,14620,10306,12020,7417,falling
2025-07-14T13:09:32.258843,1548,3504,15300,3713,4363,8072,falling
2025-07-14T13:09:32.258843,2664,3996,13800,-4584,1021,7563,falling
2025-07-14T13:09:32.258843,1836,2648,13328,-9644,313,7825,falling
2025-07-14T13:09:32.258843,4848,1504,13224,-6163,9388,7068,falling
2025-07-14T13:09:32.258843,-2832,2408,19492,4148,3273,6583,falling
2025-07-14T13:09:32.258843,-1564,6140,14096,8484,10363,6124,falling
2025-07-14T13:09:32.258843,-1480,3152,10556,9591,7864,6437,falling
2025-07-14T13:09:32.258843,-2012,2036,9632,5088,5943,3805,falling
2025-07-14T13:09:32.258843,-3196,4464,12208,2084,1137,1400,falling
2025-07-14T13:09:32.258843,-816,5648,11856,465,-3483,-142,falling
2025-07-14T13:09:32.258843,-1516,5176,14560,-1619,26470,-148,falling
2025-07-14T13:09:32.258843,-5988,5748,13712,-5980,141,-89,falling
2025-07-14T13:09:32.258843,-2820,3688,14048,-5734,2156,-2381,falling
2025-07-14T13:09:32.258843,-1576,3648,10648,-16275,32767,-2987,falling
2025-07-14T13:09:32.258843,-6364,3780,14808,-14255,30004,-4150,falling
2025-07-14T13:09:32.258843,-5580,2456,15204,-8810,13349,-7098,falling
2025-07-14T13:09:32.258843,-9952,1772,14752,-7216,28138,-12956,falling
2025-07-14T13:09:32.258843,-32768,2692,9384,-4968,8611,-20159,falling
2025-07-14T13:09:32.258843,-27464,-3088,28388,-7955,-16557,-9015,falling
2025-07-14T13:09:32.258843,-5548,476,6324,-10342,2014,6317,falling
2025-07-14T13:09:32.258843,-9744,-1376,11124,-9167,9086,10489,falling
2025-07-14T13:09:32.258843,-7092,-1748,10712,-10540,9050,13932,falling
2025-07-14T13:09:32.262881,-7788,1256,9652,-4936,-930,14203,falling
2025-07-14T13:09:32.262881,-6808,312,14496,-5224,140,11315,falling
2025-07-14T13:09:32.262881,-8060,1532,14392,-889,-5313,12235,falling
2025-07-14T13:09:32.262881,-8120,440,11948,172,-10228,14560,falling
2025-07-14T13:09:32.262881,-6036,2352,15332,3817,-16226,17701,falling
2025-07-14T13:09:32.262881,-3360,2944,14668,4149,-13244,17714,falling
2025-07-14T13:09:32.262881,-1484,3268,13012,-72,-10594,17008,falling
2025-07-14T13:09:32.262881,-1664,948,13916,-275,-12742,15291,falling
2025-07-14T13:09:32.262881,-3240,-1196,15588,2368,-12536,14505,falling
2025-07-14T13:09:32.262881,-2400,252,14604,5962,-14345,13909,falling
2025-07-14T13:09:32.262881,272,772,11508,1820,-10955,12200,falling
2025-07-14T13:09:32.262881,-1444,2100,12380,-3059,-7701,11263,falling
2025-07-14T13:09:32.262881,1068,2952,13256,-5792,-9163,11277,falling
2025-07-14T13:09:32.262881,2392,2696,12908,-8224,-2951,10187,falling
2025-07-14T13:09:32.262881,2840,2608,14632,-8942,127,7137,falling
2025-07-14T13:09:32.262881,-1416,-72,17164,-3661,2619,5745,falling
2025-07-14T13:09:32.262881,-5080,-112,16444,5925,-7806,8166,falling
2025-07-14T13:09:32.262881,-11172,2028,19748,6731,-6816,15389,falling
2025-07-14T13:09:32.263890,-10864,-680,16044,7592,-19187,23536,falling
2025-07-14T13:09:32.263890,-10608,-2672,16012,8420,-32768,27823,falling
2025-07-14T13:09:32.263890,352,-2692,13956,5881,-15321,29840,falling
2025-07-14T13:09:32.263890,6800,-812,9352,7878,-2235,28426,falling
2025-07-14T13:09:33.285044,3464,2084,17624,-4544,1484,28253,falling
2025-07-14T13:09:33.285044,11172,1880,17040,-1124,3597,23103,falling
2025-07-14T13:09:33.285044,6780,1032,16724,2057,17105,17751,falling
2025-07-14T13:09:33.285044,1720,-1104,17712,3487,13914,14630,falling
2025-07-14T13:09:33.285044,-1392,-1468,17412,2053,11392,13834,falling
2025-07-14T13:09:33.285044,-824,832,17292,157,4323,12601,falling
2025-07-14T13:09:33.285044,3024,396,16876,578,5844,10606,falling
2025-07-14T13:09:33.285044,3080,-128,16736,1522,9604,10219,falling
2025-07-14T13:09:33.285044,3632,-2112,15460,70,5671,11963,falling
2025-07-14T13:09:33.285044,2800,-1196,16444,5,4639,12643,falling
2025-07-14T13:09:33.285044,5148,-584,17716,1180,3361,11830,falling
2025-07-14T13:09:33.285044,5684,96,16060,805,9485,11338,falling
2025-07-14T13:09:33.285044,3856,-200,15900,1709,10687,9699,falling
2025-07-14T13:09:33.285044,2276,-1892,15276,5439,4883,8127,falling
2025-07-14T13:09:33.285044,7084,-588,13232,9135,7292,7347,falling
2025-07-14T13:09:33.285044,6860,4324,15684,8963,1420,10443,falling
2025-07-14T13:09:33.285044,5860,7444,14968,8283,-2539,12525,falling
2025-07-14T13:09:33.285044,3220,4964,12668,3896,2732,14070,falling
2025-07-14T13:09:33.285044,1064,5848,11576,2084,9431,14351,falling
2025-07-14T13:09:33.285044,2748,3304,14872,2483,2284,15206,falling
2025-07-14T13:09:33.285044,5748,4404,13152,635,3031,13225,falling
2025-07-14T13:09:33.285044,3504,3848,16048,-3946,6915,10450,falling
2025-07-14T13:09:33.285044,5480,916,17440,-3639,4208,12093,falling
2025-07-14T13:09:33.285044,5816,-684,17244,1441,3655,14307,falling
2025-07-14T13:09:33.285044,6868,-56,13664,3026,5892,17268,falling
2025-07-14T13:09:33.285044,5228,1248,14540,4107,3706,18556,falling
2025-07-14T13:09:33.285044,4520,1656,13744,5306,7298,16610,falling
2025-07-14T13:09:33.285044,1280,252,14412,5018,4222,12810,falling
2025-07-14T13:09:33.285044,5352,36,14960,5409,2825,10315,falling
2025-07-14T13:09:33.285044,9540,1040,15836,8196,605,14152,falling
2025-07-14T13:09:33.285044,5052,2416,14684,8556,7375,16090,falling
2025-07-14T13:09:33.285044,4700,5752,13076,4080,2659,15146,falling
2025-07-14T13:09:33.285044,7280,5920,14144,3212,6995,11666,falling
2025-07-14T13:09:33.285044,7444,4104,16000,4140,9768,10418,falling
2025-07-14T13:09:33.285044,3188,4620,16804,5539,4784,11797,falling
2025-07-14T13:09:33.285044,4252,4828,14604,4511,5218,14058,falling
2025-07-14T13:09:33.285044,4144,5980,14608,3215,5673,13895,falling
2025-07-14T13:09:33.285044,4192,4664,13664,365,2549,11848,falling
2025-07-14T13:09:33.285044,4364,4480,12440,-220,3844,8690,falling
2025-07-14T13:09:33.285044,5748,3928,15740,-243,5989,8376,falling
2025-07-14T13:09:33.285044,4468,3996,15932,-2223,6781,9254,falling
2025-07-14T13:09:33.285044,2976,5100,15696,-4823,8082,9939,falling
2025-07-14T13:09:33.285044,1752,5048,13316,-4914,7928,9643,falling
2025-07-14T13:09:33.285044,5380,5412,12528,-3218,1194,9733,falling
2025-07-14T13:09:33.285044,9216,8320,14532,-1572,-945,9204,falling
2025-07-14T13:09:33.285044,4216,8980,12764,-1242,189,9466,falling
2025-07-14T13:09:33.285044,4208,4828,12572,-3060,-690,10580,falling
2025-07-14T13:09:33.285044,5492,3556,14016,-2477,-1286,10398,falling
2025-07-14T13:09:33.285044,4636,4364,14344,3121,-2991,8690,falling
2025-07-14T13:09:33.285044,3636,6696,14312,7840,-8314,6596,falling
2025-07-14T13:09:34.311648,11912,3896,9336,324,-10430,-240,falling
2025-07-14T13:09:34.315330,11100,4940,9060,411,-5885,-298,falling
2025-07-14T13:09:34.315330,9376,5688,8104,1121,-7163,-1501,falling
2025-07-14T13:09:34.315330,8600,4704,8800,1317,-10069,-2478,falling
2025-07-14T13:09:34.315330,7756,4308,7800,405,-13523,-4326,falling
2025-07-14T13:09:34.315330,8988,4140,6544,-771,-17555,-5360,falling
2025-07-14T13:09:34.315330,9740,6096,6512,-2861,-19981,-5637,falling
2025-07-14T13:09:34.315330,11076,4344,6504,-7079,-20420,-5686,falling
2025-07-14T13:09:34.315330,9648,2096,6744,-9870,-18654,-4483,falling
2025-07-14T13:09:34.315330,12964,-144,7632,-8027,-18908,-1836,falling
2025-07-14T13:09:34.315330,13036,2364,9864,-6240,-18710,-909,falling
2025-07-14T13:09:34.315330,15468,3076,10108,-8156,-19511,-1703,falling
2025-07-14T13:09:34.315330,14708,1628,9580,-9624,-15937,-2926,falling
2025-07-14T13:09:34.315330,14860,3032,10508,-9934,-14514,-2386,falling
2025-07-14T13:09:34.315330,15924,2844,12152,-11469,-17235,-2421,falling
2025-07-14T13:09:34.315330,17880,1200,13232,-10622,-17619,-5973,falling
2025-07-14T13:09:34.315330,20816,1288,13216,-6442,-13460,-6735,falling
2025-07-14T13:09:34.315330,14888,2792,12196,-5823,-7311,-2288,falling
2025-07-14T13:09:34.315330,15740,3228,10684,-8367,-7772,1987,falling
2025-07-14T13:09:34.315330,15788,4408,11120,-8224,-11964,1455,falling
2025-07-14T13:09:34.315330,15936,1860,10452,-7703,-9740,1207,falling
2025-07-14T13:09:34.315330,14720,3900,10284,-9771,-9494,1645,falling
2025-07-14T13:09:34.315330,15424,4152,10020,-12656,-9813,3687,falling
2025-07-14T13:09:34.315330,15332,1932,9476,-14738,-8726,4258,falling
2025-07-14T13:09:34.315330,13288,-116,8980,-14571,-9027,6208,falling
2025-07-14T13:09:34.315330,13820,-1120,8064,-12408,-10226,6849,falling
2025-07-14T13:09:34.315330,13336,-1292,6940,-9618,-11892,3776,falling
2025-07-14T13:09:34.315330,12116,-2184,5284,-8853,-16332,4238,falling
2025-07-14T13:09:34.315330,13316,-3044,4744,-6672,-18673,6105,falling
2025-07-14T13:09:34.315330,14440,-3444,3176,-5401,-20726,5586,falling
2025-07-14T13:09:34.315330,15940,-4420,2432,-5390,-23814,5857,falling
2025-07-14T13:09:34.315330,16992,-6580,1892,-4171,-27646,9804,falling
2025-07-14T13:09:34.319195,19404,-6848,2788,-217,-29453,11131,falling
2025-07-14T13:09:34.319195,20408,-6640,1152,4249,-30615,5341,falling
2025-07-14T13:09:34.319195,23208,-4752,-1400,5553,-30179,3771,falling
2025-07-14T13:09:34.319195,21920,-3884,-3000,3362,-27750,7064,falling
2025-07-14T13:09:34.319195,21920,-4796,-3096,1114,-26461,10281,falling
2025-07-14T13:09:34.319195,23008,-6020,-2040,1848,-26032,9251,falling
2025-07-14T13:09:34.319195,23272,-6752,-1640,6507,-24370,6172,falling
2025-07-14T13:09:34.319195,23752,-6328,-1556,12785,-20705,3437,falling
2025-07-14T13:09:34.319195,22048,-4196,-2724,18372,-15785,-59,falling
2025-07-14T13:09:34.319195,20164,-2184,-6004,19837,-11257,-2689,falling
2025-07-14T13:09:34.319195,18888,-1680,-7864,18217,-7053,-2990,falling
2025-07-14T13:09:34.319195,19400,-1600,-9780,16677,-3127,-3510,falling
2025-07-14T13:09:34.319195,19308,-444,-11912,13496,1712,-5143,falling
2025-07-14T13:09:34.319195,18200,-488,-13156,6812,5541,-4973,falling
2025-07-14T13:09:34.319195,16556,-1860,-12592,1125,8254,-2623,falling
2025-07-14T13:09:34.319195,15924,-3036,-11644,-2031,8965,-327,falling
2025-07-14T13:09:34.319195,15448,-3596,-10428,-2457,7350,790,falling
2025-07-14T13:09:34.319195,16140,-4020,-9616,-1428,5169,-16,falling
2025-07-14T13:09:35.338719,16272,-4232,-9152,1585,1823,-4700,falling
2025-07-14T13:09:35.338719,15660,-4460,-8668,2582,888,-5300,falling
2025-07-14T13:09:35.338719,15828,-5436,-8496,3320,13,-4975,falling
2025-07-14T13:09:35.338719,15560,-6160,-7848,4598,-231,-4350,falling
2025-07-14T13:09:35.338719,16068,-5972,-8492,5716,-1057,-4589,falling
2025-07-14T13:09:35.338719,15972,-5568,-9140,5513,-1029,-6201,falling
2025-07-14T13:09:35.338719,14380,-5048,-8760,4245,-1102,-6472,falling
2025-07-14T13:09:35.338719,13712,-5336,-8448,2713,-1035,-5015,falling
2025-07-14T13:09:35.338719,13836,-5424,-7892,1211,-1239,-3654,falling
2025-07-14T13:09:35.338719,14472,-5928,-7248,1182,-851,-2892,falling
2025-07-14T13:09:35.338719,13992,-5832,-6728,1840,-439,-2577,falling
2025-07-14T13:09:35.338719,14100,-6204,-6716,1962,-436,-2366,falling
2025-07-14T13:09:35.338719,13972,-6344,-6340,2186,-416,-1696,falling
2025-07-14T13:09:35.338719,14160,-6712,-6316,2713,-808,-1502,falling
2025-07-14T13:09:35.338719,14460,-7020,-6456,3659,-1117,-1361,falling
2025-07-14T13:09:35.338719,14448,-6820,-7032,4630,-1108,-1025,falling
2025-07-14T13:09:35.338719,14304,-6604,-7556,4760,-1457,-524,falling
2025-07-14T13:09:35.338719,14492,-6224,-7540,4540,-1677,-107,falling
2025-07-14T13:09:35.338719,14728,-5836,-7092,4780,-922,601,falling
2025-07-14T13:09:35.338719,14328,-5404,-7824,4917,-70,1381,falling
2025-07-14T13:09:35.338719,14120,-5476,-7980,4203,-158,2144,falling
2025-07-14T13:09:35.338719,14152,-6148,-8084,3823,-1277,2917,falling
2025-07-14T13:09:35.338719,15096,-6752,-8292,4600,-2319,3553,falling
2025-07-14T13:09:35.338719,15844,-6996,-8384,5740,-3285,3580,falling
2025-07-14T13:09:35.338719,16428,-6536,-8568,6898,-3837,3081,falling
2025-07-14T13:09:35.338719,16560,-5648,-8748,7377,-4199,2539,falling
2025-07-14T13:09:35.338719,16800,-5128,-9108,7305,-3828,2171,falling
2025-07-14T13:09:35.338719,16748,-4444,-9236,6923,-3104,1975,falling
2025-07-14T13:09:35.338719,16676,-4060,-9752,6177,-2339,1113,falling
2025-07-14T13:09:35.338719,16432,-3812,-10028,4988,-1807,68,falling
2025-07-14T13:09:35.338719,16176,-4028,-10452,3128,-1228,-263,falling
2025-07-14T13:09:35.338719,16240,-4356,-10480,987,175,-113,falling
2025-07-14T13:09:35.338719,16064,-4720,-10036,-776,1490,466,falling
2025-07-14T13:09:35.338719,15768,-5032,-9996,-1994,2144,1145,falling
2025-07-14T13:09:35.338719,15852,-5188,-9548,-2584,2000,1301,falling
2025-07-14T13:09:35.338719,15756,-5060,-9060,-2375,1482,861,falling
2025-07-14T13:09:35.338719,15612,-4720,-8892,-2010,918,-184,falling
2025-07-14T13:09:35.338719,15472,-4844,-8720,-1868,632,-981,falling
2025-07-14T13:09:35.338719,15264,-5152,-8576,-1986,836,-1335,falling
2025-07-14T13:09:35.338719,15220,-5632,-8244,-1988,929,-1575,falling
2025-07-14T13:09:35.338719,15280,-5824,-8280,-1490,859,-1783,falling
2025-07-14T13:09:35.338719,15264,-5860,-8724,-1259,678,-2081,falling
2025-07-14T13:09:35.338719,15140,-5748,-9000,-1922,406,-2058,falling
2025-07-14T13:09:35.343791,15216,-5924,-8680,-2812,545,-1510,falling
2025-07-14T13:09:35.343791,15712,-6444,-8200,-3050,1239,-1178,falling
2025-07-14T13:09:35.343791,15644,-6592,-8116,-2474,1741,-1592,falling
2025-07-14T13:09:35.343791,15060,-6552,-7992,-2022,1448,-1788,falling
2025-07-14T13:09:35.343791,15040,-6444,-7744,-1857,1031,-1679,falling
2025-07-14T13:09:35.343791,15456,-6600,-7944,-1503,899,-1660,falling
2025-07-14T13:09:35.343791,15608,-6644,-8372,-1000,985,-2111,falling
2025-07-14T13:09:36.424462,14572,-6924,-8276,-492,1778,-1052,falling
2025-07-14T13:09:36.424462,14476,-6624,-8080,572,1705,-812,falling
2025-07-14T13:09:36.424462,13848,-6232,-8192,2217,1370,-1068,falling
2025-07-14T13:09:36.424462,13244,-5600,-8536,3539,605,-1303,falling
2025-07-14T13:09:36.424462,12788,-5120,-9088,4202,-153,-1178,falling
2025-07-14T13:09:36.424462,12808,-4752,-9236,4048,-730,-719,falling
2025-07-14T13:09:36.424462,13144,-4208,-9668,3405,-582,-145,falling
2025-07-14T13:09:36.424462,13320,-4152,-9904,1973,-89,489,falling
2025-07-14T13:09:36.424462,13632,-4560,-9860,193,303,1651,falling
2025-07-14T13:09:36.424462,14320,-5464,-9480,-608,549,2774,falling
2025-07-14T13:09:36.424462,14928,-5968,-9308,-215,265,3032,falling
2025-07-14T13:09:36.424462,15696,-6320,-9352,966,-379,2505,falling
2025-07-14T13:09:36.424462,15852,-5812,-9272,2139,-1116,1773,falling
2025-07-14T13:09:36.424462,16124,-5364,-9328,2801,-1563,913,falling
2025-07-14T13:09:36.424462,16160,-4784,-9316,3288,-1576,113,falling
2025-07-14T13:09:36.424462,16072,-4584,-9836,3479,-1360,-937,falling
2025-07-14T13:09:36.424462,15792,-4556,-9968,3325,-1320,-1738,falling
2025-07-14T13:09:36.424462,15644,-4804,-10160,2962,-1367,-2206,falling
2025-07-14T13:09:36.424462,15520,-5096,-9992,2529,-1263,-2452,falling
2025-07-14T13:09:36.424462,15724,-5628,-10032,2290,-1207,-2461,falling
2025-07-14T13:09:36.424462,15916,-5716,-10288,2173,-1172,-2380,falling
2025-07-14T13:09:36.424462,15356,-5156,-10144,1661,-1159,-2326,falling
2025-07-14T13:09:36.424462,15004,-4448,-9688,534,-1090,-2089,falling
2025-07-14T13:09:36.424462,15148,-4572,-8832,-595,-641,-2007,falling
2025-07-14T13:09:36.424462,15364,-5076,-8120,-933,-89,-2257,falling
2025-07-14T13:09:36.424462,15376,-5764,-7908,-363,58,-2769,falling
2025-07-14T13:09:36.424462,15056,-5916,-8144,664,-127,-3299,falling
2025-07-14T13:09:36.424462,15040,-5672,-8596,865,-671,-3495,falling
2025-07-14T13:09:36.424462,15136,-5524,-8744,274,-611,-3279,falling
2025-07-14T13:09:36.424462,15704,-5688,-9036,-911,-27,-2891,falling
2025-07-14T13:09:36.424462,15536,-5412,-8828,-2103,1311,-2632,falling
2025-07-14T13:09:36.424462,15672,-5504,-9168,-3216,2441,-2406,falling
2025-07-14T13:09:36.424462,15052,-5500,-9228,-4188,3349,-2297,falling
2025-07-14T13:09:36.424462,15208,-5964,-9436,-4925,3787,-2169,falling
2025-07-14T13:09:36.440139,14476,-5752,-9392,-5342,3876,-1998,falling
2025-07-14T13:09:36.440139,14536,-5740,-9432,-5800,3874,-1673,falling
2025-07-14T13:09:36.440139,14584,-5504,-9480,-6094,4195,-1319,falling
2025-07-14T13:09:36.441429,14776,-5232,-10116,-6019,4561,-1614,falling
2025-07-14T13:09:36.441429,15840,-4332,-10840,-6455,4203,-2963,falling
2025-07-14T13:09:36.441429,15372,-3296,-10880,-8022,5280,-3340,falling
2025-07-14T13:09:36.442415,14848,-3656,-10536,-10862,6486,-1469,falling
2025-07-14T13:09:36.442415,14912,-4212,-10040,-11697,7363,-271,falling
2025-07-14T13:09:36.443497,14808,-3688,-9868,-10815,6967,-280,falling
2025-07-14T13:09:36.443497,15820,-2500,-9792,-10180,5305,-981,falling
2025-07-14T13:09:36.443497,16744,-1632,-9396,-10028,4303,-1831,falling
2025-07-14T13:09:36.443497,16812,-1544,-9000,-9605,4426,-2144,falling
2025-07-14T13:09:36.443497,16448,-1264,-8968,-9101,4122,-2036,falling
2025-07-14T13:09:36.443497,17624,-152,-8868,-8285,3115,-2509,falling
2025-07-14T13:09:36.444443,17848,1072,-8424,-7615,2357,-3973,falling
2025-07-14T13:09:36.444443,18228,1664,-8984,-7525,2663,-4952,falling
2025-07-14T13:09:37.465451,17528,3320,-7092,-9670,3697,-6308,falling
2025-07-14T13:09:37.465451,17712,3336,-6400,-9676,3852,-5969,falling
2025-07-14T13:09:37.465451,18636,3624,-5884,-8640,4356,-6469,falling
2025-07-14T13:09:37.465451,18396,4244,-5708,-7786,4471,-7064,falling
2025-07-14T13:09:37.465451,17640,4492,-5180,-8140,4124,-7168,falling
2025-07-14T13:09:37.465451,16956,4228,-3908,-7932,3926,-6946,falling
2025-07-14T13:09:37.465451,17756,4560,-3496,-6213,4102,-7177,falling
2025-07-14T13:09:37.465451,17564,5372,-3180,-5154,4501,-7894,falling
2025-07-14T13:09:37.465451,17172,5628,-2992,-5053,4582,-8396,falling
2025-07-14T13:09:37.465451,16580,5768,-2356,-5435,5100,-8261,falling
2025-07-14T13:09:37.465451,16116,5592,-1936,-4997,6262,-7868,falling
2025-07-14T13:09:37.465451,15268,6048,-1540,-4665,7175,-7517,falling
2025-07-14T13:09:37.465451,15412,6688,-1328,-5464,7198,-7014,falling
2025-07-14T13:09:37.465451,16176,6780,-380,-5988,7523,-6854,falling
2025-07-14T13:09:37.465451,15432,6828,384,-4891,8261,-7376,falling
2025-07-14T13:09:37.465451,14720,7404,804,-3486,8971,-7770,falling
2025-07-14T13:09:37.465451,14772,8168,820,-4012,10623,-7130,falling
2025-07-14T13:09:37.465451,14216,8440,1208,-5509,13227,-6082,falling
2025-07-14T13:09:37.465451,12904,7940,2544,-6358,14955,-4970,falling
2025-07-14T13:09:37.465451,12212,7712,3276,-5132,15563,-4849,falling
2025-07-14T13:09:37.465451,11660,7688,3396,-4368,16528,-4702,falling
2025-07-14T13:09:37.465451,10624,7112,3600,-4282,17074,-3946,falling
2025-07-14T13:09:37.465451,9680,6816,3764,-3009,18616,-4349,falling
2025-07-14T13:09:37.465451,8172,7444,3012,-3524,20235,-3326,falling
2025-07-14T13:09:37.465451,7176,6992,1932,-6724,23953,500,falling
2025-07-14T13:09:37.465451,7148,5276,2184,-9757,26990,3735,falling
2025-07-14T13:09:37.465451,7620,4056,2440,-9690,32039,5593,falling
2025-07-14T13:09:37.465451,4952,2120,2660,-8410,32767,7853,falling
2025-07-14T13:09:37.465451,5188,1088,2176,-5872,32004,8166,falling
2025-07-14T13:09:37.465451,5120,-1188,1296,-3020,30760,6579,falling
2025-07-14T13:09:37.465451,5664,-464,768,-592,28774,3496,falling
2025-07-14T13:09:37.465451,4520,-1000,688,874,26198,3265,falling
2025-07-14T13:09:37.465451,5736,-48,344,1277,26296,3150,falling
2025-07-14T13:09:37.465451,6384,1160,-1872,-4577,28447,14190,falling
2025-07-14T13:09:37.474597,1628,6052,2260,-5137,26518,23630,falling
2025-07-14T13:09:37.474597,9048,-5496,17192,8200,9551,6274,falling
2025-07-14T13:09:37.474597,15236,-6152,9576,11042,3616,-14870,falling
2025-07-14T13:09:37.474597,14204,-5112,11872,8632,9968,-9374,falling
2025-07-14T13:09:37.474597,28048,500,29252,-2939,23306,4416,falling
2025-07-14T13:09:37.474597,32767,-4052,32767,-29623,20816,27092,falling
2025-07-14T13:09:37.474597,32767,-32768,32767,2033,785,32767,falling
2025-07-14T13:09:37.474597,23400,-32768,32767,32767,2865,1686,falling
2025-07-14T13:09:37.474597,-22376,-9544,5764,32767,-23853,-23177,falling
2025-07-14T13:09:37.474597,-14152,12324,-13328,32767,-23055,-4957,falling
2025-07-14T13:09:37.474597,768,27836,-27036,30341,-20236,19197,falling
2025-07-14T13:09:37.474597,22312,12620,-21348,-4866,-1448,18807,falling
2025-07-14T13:09:37.474597,18328,8720,-15252,-15838,6126,9236,falling
2025-07-14T13:09:37.474597,17240,20240,-4788,-26184,7822,6449,falling
2025-07-14T13:09:37.474597,23540,18480,10264,-32768,8970,978,falling
2025-07-14T13:09:37.474597,15252,1952,15308,-32768,9647,-5419,falling
2025-07-14T13:09:38.494625,9080,-3768,14968,-4472,-14113,-2307,falling
2025-07-14T13:09:38.500868,15820,4,12252,1201,-13290,-3218,falling
2025-07-14T13:09:38.500868,13892,3688,9476,4091,-9128,-1877,falling
2025-07-14T13:09:38.500868,11912,6152,5836,5921,-4862,-443,falling
2025-07-14T13:09:38.500868,12236,7520,5892,3275,-6058,357,falling
2025-07-14T13:09:38.500868,13508,8048,8856,-198,-2233,-670,falling
2025-07-14T13:09:38.500868,12488,8760,12020,-4211,4276,405,falling
2025-07-14T13:09:38.500868,7224,7028,15360,-7227,6739,699,falling
